sim_time,uncertainty_pct,num_links,mean_degree,lambda_2_fiedler,ew_active,d0_x,d0_y,d0_z,d0_vx,d0_vy,d0_vz,d0_speed,d0_qw,d0_qx,d0_qy,d0_qz,d0_thrust_N,d0_soc_pct,d0_pos_err,d0_role,d1_x,d1_y,d1_z,d1_vx,d1_vy,d1_vz,d1_speed,d1_qw,d1_qx,d1_qy,d1_qz,d1_thrust_N,d1_soc_pct,d1_pos_err,d1_role,d2_x,d2_y,d2_z,d2_vx,d2_vy,d2_vz,d2_speed,d2_qw,d2_qx,d2_qy,d2_qz,d2_thrust_N,d2_soc_pct,d2_pos_err,d2_role,d3_x,d3_y,d3_z,d3_vx,d3_vy,d3_vz,d3_speed,d3_qw,d3_qx,d3_qy,d3_qz,d3_thrust_N,d3_soc_pct,d3_pos_err,d3_role,t0_x,t0_y,t0_z,t0_vx,t0_vy,t0_speed,t0_state,t0_is_spotted,t0_smoke_active,t1_x,t1_y,t1_z,t1_vx,t1_vy,t1_speed,t1_state,t1_is_spotted,t1_smoke_active,t2_x,t2_y,t2_z,t2_vx,t2_vy,t2_speed,t2_state,t2_is_spotted,t2_smoke_active
0.33,56.98,5,2.5,2.0,0,-7.612,7.43,1.802,1.408,-3.344,1.933,4.11,0.7099,0.2207,0.198,-0.6388,12.75,99.7,6.761,EXPLORER,8.122,7.42,2.109,-0.852,-3.084,3.555,4.78,0.3762,0.3072,0.0802,-0.8705,6.51,98.9,6.761,EXPLORER,-7.536,-7.728,2.002,1.565,2.153,2.988,4.0,0.6906,-0.1985,0.1519,0.6787,9.06,99.4,6.767,EXPLORER,-0.431,0.437,9.975,-2.559,2.614,2.614,4.5,0.3677,-0.2865,0.1196,0.8766,10.71,99.6,4.02,RELAY,16.716,-9.313,0.3,2.196,-4.026,4.59,ACTIVE_EVASION,0,0,-21.281,10.863,0.3,2.134,2.561,3.33,PATROL,0,0,8.759,23.566,0.3,2.204,-1.259,2.54,PATROL,0,0
0.34,56.97,5,2.5,2.0,0,-7.598,7.396,1.822,1.408,-3.455,1.995,4.23,0.7093,0.2234,0.2003,-0.6379,12.75,99.7,6.76,EXPLORER,8.112,7.388,2.146,-0.962,-3.167,3.635,4.92,0.3759,0.3127,0.0816,-0.8685,6.41,98.9,6.759,EXPLORER,-7.52,-7.706,2.032,1.552,2.257,3.077,4.12,0.6901,-0.2011,0.1539,0.6779,9.06,99.4,6.765,EXPLORER,-0.457,0.464,10.002,-2.644,2.7,2.681,4.63,0.3667,-0.2887,0.1195,0.8763,10.71,99.6,3.984,RELAY,16.738,-9.354,0.3,2.201,-4.035,4.6,ACTIVE_EVASION,0,0,-21.259,10.889,0.3,2.135,2.562,3.34,PATROL,0,0,8.781,23.554,0.3,2.202,-1.258,2.54,PATROL,0,0
0.35,56.93,5,2.5,2.0,0,-7.584,7.36,1.843,1.407,-3.566,2.056,4.35,0.7085,0.226,0.2025,-0.6371,12.75,99.7,6.759,EXPLORER,8.101,7.356,2.183,-1.071,-3.249,3.71,5.05,0.3757,0.3184,0.083,-0.8664,6.31,98.8,6.758,EXPLORER,-7.505,-7.682,2.064,1.538,2.363,3.165,4.24,0.6897,-0.2039,0.156,0.6771,9.06,99.4,6.764,EXPLORER,-0.484,0.492,10.029,-2.728,2.785,2.749,4.77,0.3663,-0.2848,0.1166,0.8781,10.71,99.6,3.944,RELAY,16.76,-9.394,0.3,2.206,-4.043,4.61,ACTIVE_EVASION,0,0,-21.238,10.915,0.3,2.136,2.563,3.34,PATROL,0,0,8.803,23.541,0.3,2.2,-1.257,2.53,PATROL,0,0
0.36,56.91,5,2.5,2.0,0,-7.57,7.323,1.864,1.406,-3.679,2.117,4.47,0.7078,0.2286,0.2047,-0.6363,12.75,99.7,6.757,EXPLORER,8.09,7.323,2.221,-1.18,-3.331,3.781,5.18,0.3755,0.3241,0.0845,-0.8642,6.21,98.8,6.756,EXPLORER,-7.49,-7.657,2.096,1.524,2.47,3.252,4.36,0.6892,-0.2067,0.1582,0.6762,9.06,99.4,6.763,EXPLORER,-0.513,0.521,10.058,-2.811,2.867,2.819,4.91,0.366,-0.2777,0.112,0.8811,10.71,99.5,3.898,RELAY,16.783,-9.435,0.3,2.21,-4.052,4.62,ACTIVE_EVASION,0,0,-21.216,10.94,0.3,2.137,2.564,3.34,PATROL,0,0,8.825,23.529,0.3,2.198,-1.256,2.53,PATROL,0,0
0.37,56.91,5,2.5,2.0,0,-7.556,7.285,1.886,1.406,-3.793,2.176,4.59,0.707,0.2314,0.207,-0.6354,12.75,99.6,6.756,EXPLORER,8.077,7.288,2.259,-1.289,-3.414,3.847,5.3,0.3753,0.3298,0.0859,-0.862,6.12,98.8,6.755,EXPLORER,-7.474,-7.632,2.13,1.606,2.543,3.339,4.49,0.8895,-0.0862,0.2495,0.3731,9.06,99.4,6.758,EXPLORER,-0.542,0.55,10.086,-2.892,2.946,2.891,5.04,0.3654,-0.2695,0.1064,0.8846,10.71,99.5,3.845,RELAY,16.805,-9.475,0.3,2.215,-4.06,4.62,ACTIVE_EVASION,0,0,-21.195,10.966,0.3,2.138,2.565,3.34,PATROL,0,0,8.847,23.516,0.3,2.196,-1.255,2.53,PATROL,0,0
0.38,56.83,5,2.5,2.0,0,-7.542,7.246,1.908,1.405,-3.909,2.235,4.72,0.7062,0.2342,0.2094,-0.6345,12.75,99.6,6.755,EXPLORER,8.063,7.253,2.298,-1.397,-3.496,3.909,5.43,0.375,0.3357,0.0873,-0.8597,6.02,98.7,6.754,EXPLORER,-7.458,-7.605,2.164,1.591,2.653,3.424,4.61,0.6885,-0.2138,0.1612,0.674,9.06,99.4,6.76,EXPLORER,-0.571,0.58,10.116,-2.971,3.021,2.966,5.17,0.3646,-0.2597,0.0997,0.8887,10.71,99.5,3.782,RELAY,16.827,-9.516,0.3,2.219,-4.068,4.63,ACTIVE_EVASION,0,0,-21.174,10.992,0.3,2.138,2.566,3.34,PATROL,0,0,8.869,23.503,0.3,2.194,-1.254,2.53,PATROL,0,0
0.39,56.83,5,2.5,2.0,0,-7.528,7.206,1.931,1.404,-4.025,2.293,4.84,0.7054,0.2371,0.2118,-0.6335,12.75,99.6,6.754,EXPLORER,8.048,7.218,2.338,-1.506,-3.578,3.966,5.55,0.3748,0.3416,0.0888,-0.8573,5.93,98.7,6.752,EXPLORER,-7.442,-7.578,2.199,1.576,2.764,3.509,4.74,0.6879,-0.217,0.1635,0.673,9.06,99.3,6.759,EXPLORER,-0.602,0.611,10.147,-3.047,3.09,3.044,5.3,0.3631,-0.2477,0.0911,0.8936,10.71,99.5,3.707,RELAY,16.849,-9.557,0.3,2.223,-4.076,4.64,ACTIVE_EVASION,0,0,-21.152,11.017,0.3,2.139,2.567,3.34,PATROL,0,0,8.891,23.491,0.3,2.192,-1.253,2.52,PATROL,0,0
0.4,56.84,5,2.5,2.0,0,-7.514,7.165,1.954,1.404,-4.143,2.349,4.96,0.7046,0.2401,0.2143,-0.6325,12.75,99.6,6.752,EXPLORER,8.031,7.181,2.378,-1.614,-3.66,4.019,5.67,0.3746,0.3476,0.0902,-0.8548,5.85,98.7,6.751,EXPLORER,-7.426,-7.549,2.235,1.561,2.877,3.592,4.86,0.6873,-0.2202,0.166,0.6719,9.06,99.3,6.758,EXPLORER,-0.633,0.643,10.178,-3.12,3.154,3.126,5.43,0.3607,-0.2325,0.0802,0.8997,10.71,99.5,3.614,RELAY,16.871,-9.598,0.3,2.228,-4.084,4.65,ACTIVE_EVASION,0,0,-21.131,11.043,0.3,2.14,2.568,3.34,PATROL,0,0,8.913,23.478,0.3,2.19,-1.251,2.52,PATROL,0,0
0.41,57.68,5,2.5,2.0,0,-7.5,7.122,1.979,1.403,-4.262,2.405,5.09,0.7037,0.2431,0.2168,-0.6315,12.75,99.6,6.751,EXPLORER,8.014,7.144,2.419,-1.722,-3.742,4.068,5.79,0.3743,0.3537,0.0917,-0.8523,5.76,98.7,6.75,EXPLORER,-7.411,-7.519,2.272,1.545,2.992,3.675,4.98,0.6867,-0.2236,0.1686,0.6708,9.06,99.3,6.756,EXPLORER,-0.665,0.675,10.21,-3.189,3.209,3.212,5.55,0.3567,-0.2128,0.0656,0.9073,10.71,99.5,3.495,RELAY,16.894,-9.639,0.3,2.232,-4.092,4.66,ACTIVE_EVASION,0,0,-21.11,11.069,0.3,2.141,2.569,3.34,PATROL,0,0,8.935,23.466,0.3,2.188,-1.25,2.52,PATROL,0,0
0.42,57.14,5,2.5,2.0,0,-7.485,7.078,2.003,1.402,-4.382,2.459,5.22,0.7028,0.2462,0.2194,-0.6304,12.75,99.6,6.75,EXPLORER,7.996,7.105,2.46,-1.83,-3.823,4.113,5.91,0.3741,0.3598,0.0931,-0.8496,5.68,98.6,6.748,EXPLORER,-7.395,-7.488,2.309,1.53,3.107,3.756,5.11,0.6861,-0.227,0.1712,0.6697,9.06,99.3,6.755,EXPLORER,-0.697,0.707,10.243,-3.25,3.251,3.3,5.66,0.3496,-0.1859,0.0454,0.9171,10.5,99.5,3.336,RELAY,16.916,-9.679,0.3,2.236,-4.099,4.67,ACTIVE_EVASION,0,0,-21.088,11.094,0.3,2.141,2.569,3.34,PATROL,0,0,8.957,23.453,0.3,2.186,-1.249,2.52,PATROL,0,0
0.43,55.93,5,2.5,2.0,0,-7.471,7.033,2.028,1.401,-4.503,2.513,5.34,0.7018,0.2495,0.2221,-0.6292,12.75,99.6,6.749,EXPLORER,7.977,7.066,2.501,-1.937,-3.905,4.153,6.02,0.3739,0.366,0.0946,-0.8469,5.6,98.6,6.747,EXPLORER,-7.379,-7.456,2.348,1.621,3.183,3.836,5.24,0.881,-0.0824,0.2768,0.3746,9.06,99.3,6.752,EXPLORER,-0.73,0.74,10.277,-3.301,3.276,3.391,5.76,0.3358,-0.1476,0.016,0.9302,10.35,99.5,3.116,RELAY,16.938,-9.721,0.3,2.24,-4.106,4.68,ACTIVE_EVASION,0,0,-21.067,11.12,0.3,2.142,2.57,3.35,PATROL,0,0,8.978,23.441,0.3,2.184,-1.248,2.51,PATROL,0,0
0.44,54.51,5,2.5,2.0,0,-7.457,6.987,2.054,1.4,-4.625,2.565,5.47,0.7008,0.2528,0.2247,-0.6281,12.75,99.6,6.747,EXPLORER,7.956,7.027,2.543,-2.045,-3.987,4.19,6.13,0.3737,0.3722,0.096,-0.8442,5.52,98.6,6.746,EXPLORER,-7.362,-7.423,2.387,1.714,3.259,3.915,5.37,0.8796,-0.0838,0.2813,0.3744,9.06,99.3,6.751,EXPLORER,-0.764,0.773,10.312,-3.337,3.275,3.486,5.83,0.3051,-0.0906,-0.029,0.9476,10.34,99.4,2.795,RELAY,16.961,-9.762,0.3,2.244,-4.113,4.69,ACTIVE_EVASION,0,0,-21.045,11.146,0.3,2.142,2.571,3.35,PATROL,0,0,9.0,23.428,0.3,2.181,-1.247,2.51,PATROL,0,0
0.45,53.07,5,2.5,2.0,0,-7.444,6.939,2.08,1.397,-4.75,2.615,5.6,0.6963,0.2596,0.2255,-0.63,12.75,99.6,6.746,EXPLORER,7.935,6.986,2.586,-2.152,-4.068,4.223,6.25,0.3734,0.3785,0.0974,-0.8413,5.45,98.6,6.745,EXPLORER,-7.344,-7.39,2.427,1.808,3.337,3.992,5.51,0.8781,-0.0851,0.2859,0.3741,9.06,99.3,6.75,EXPLORER,-0.797,0.805,10.348,-3.348,3.234,3.588,5.88,0.2197,-0.0098,-0.1032,0.97,10.71,99.4,2.333,RELAY,16.983,-9.803,0.3,2.247,-4.12,4.69,ACTIVE_EVASION,0,0,-21.024,11.171,0.3,2.143,2.572,3.35,PATROL,0,0,9.022,23.416,0.3,2.179,-1.245,2.51,PATROL,0,0
0.46,51.61,5,2.5,2.0,0,-7.43,6.891,2.107,1.392,-4.876,2.664,5.73,0.6923,0.2663,0.2264,-0.6313,12.75,99.6,6.745,EXPLORER,7.912,6.944,2.628,-2.259,-4.149,4.251,6.36,0.3732,0.3848,0.0989,-0.8384,5.38,98.5,6.744,EXPLORER,-7.325,-7.356,2.468,1.903,3.415,4.068,5.64,0.8765,-0.0865,0.2907,0.3738,9.06,99.2,6.748,EXPLORER,-0.83,0.837,10.384,-3.321,3.139,3.671,5.86,0.1121,-0.0368,0.239,-0.9638,10.71,99.4,1.861,RELAY,17.006,-9.844,0.3,2.251,-4.127,4.7,ACTIVE_EVASION,0,0,-21.002,11.197,0.3,2.144,2.572,3.35,PATROL,0,0,9.044,23.404,0.3,2.177,-1.244,2.51,PATROL,0,0
0.47,44.35,5,2.5,2.0,0,-7.416,6.841,2.134,1.386,-5.003,2.712,5.86,0.6887,0.2728,0.2276,-0.6321,12.75,99.6,6.744,EXPLORER,7.888,6.902,2.671,-2.365,-4.23,4.276,6.46,0.373,0.3912,0.1002,-0.8353,5.31,98.5,6.742,EXPLORER,-7.305,-7.321,2.509,2.0,3.495,4.143,5.78,0.8749,-0.088,0.2956,0.3735,9.06,99.2,6.747,EXPLORER,-0.863,0.867,10.422,-3.267,3.031,3.738,5.82,0.6507,0.0908,0.2913,-0.6953,10.71,99.4,2.234,RELAY,17.028,-9.886,0.3,2.255,-4.134,4.71,ACTIVE_EVASION,0,0,-20.981,11.223,0.3,2.144,2.573,3.35,PATROL,0,0,9.065,23.391,0.3,2.175,-1.243,2.5,PATROL,0,0
0.48,38.89,5,2.5,2.0,0,-7.402,6.789,2.161,1.378,-5.132,2.758,5.99,0.6854,0.2791,0.229,-0.6324,12.75,99.5,6.743,EXPLORER,7.864,6.859,2.713,-2.471,-4.312,4.227,6.52,0.3847,0.5556,0.1077,-0.7292,4.2,98.5,6.746,EXPLORER,-7.284,-7.285,2.551,2.098,3.576,4.216,5.91,0.8731,-0.0895,0.3007,0.3732,9.06,99.2,6.746,EXPLORER,-0.895,0.896,10.46,-3.196,2.913,3.794,5.75,0.7573,0.139,0.3223,-0.5508,10.71,99.4,3.428,RELAY,17.051,-9.927,0.3,2.258,-4.14,4.72,ACTIVE_EVASION,0,0,-20.959,11.249,0.3,2.145,2.574,3.35,PATROL,0,0,9.087,23.379,0.3,2.173,-1.242,2.5,PATROL,0,0
0.49,38.24,5,2.5,2.0,0,-7.388,6.737,2.189,1.368,-5.263,2.802,6.12,0.6824,0.2853,0.2306,-0.6323,12.75,99.5,6.741,EXPLORER,7.838,6.815,2.755,-2.577,-4.394,4.178,6.59,0.3847,0.5562,0.1079,-0.7287,4.2,98.5,6.745,EXPLORER,-7.262,-7.249,2.594,2.198,3.658,4.288,6.05,0.8712,-0.091,0.306,0.3728,9.06,99.2,6.744,EXPLORER,-0.926,0.924,10.498,-3.118,2.796,3.806,5.66,0.7545,0.1721,0.398,-0.4926,9.32,99.4,4.287,RELAY,17.074,-9.968,0.3,2.262,-4.146,4.72,ACTIVE_EVASION,0,0,-20.938,11.274,0.3,2.145,2.574,3.35,PATROL,0,0,9.109,23.366,0.3,2.17,-1.24,2.5,PATROL,0,0
0.5,38.2,5,2.5,2.0,0,-7.374,6.685,2.218,1.441,-5.147,2.845,6.06,0.8798,-0.2272,0.2905,0.2998,12.75,99.5,6.816,EXPLORER,7.811,6.77,2.796,-2.683,-4.475,4.129,6.65,0.3847,0.5568,0.108,-0.7282,4.2,98.5,6.744,EXPLORER,-7.239,-7.211,2.638,2.299,3.742,4.358,6.19,0.8693,-0.0926,0.3114,0.3725,9.06,99.2,6.743,EXPLORER,-0.957,0.951,10.535,-3.035,2.681,3.749,5.52,0.6528,0.1949,0.5633,-0.4675,7.61,99.4,4.432,RELAY,17.096,-10.01,0.3,2.265,-4.153,4.73,ACTIVE_EVASION,0,0,-20.917,11.3,0.3,2.146,2.575,3.35,PATROL,0,0,9.131,23.354,0.3,2.168,-1.239,2.5,PATROL,0,0
0.51,38.2,5,2.5,2.0,0,-7.359,6.635,2.247,1.515,-5.03,2.887,5.99,0.877,-0.2321,0.2947,0.3002,12.75,99.5,6.815,EXPLORER,7.783,6.725,2.837,-2.788,-4.556,4.079,6.72,0.3847,0.5573,0.1082,-0.7278,4.19,98.4,6.743,EXPLORER,-7.215,-7.173,2.682,2.401,3.826,4.426,6.32,0.8672,-0.0943,0.3171,0.3721,9.06,99.2,6.742,EXPLORER,-0.986,0.977,10.571,-2.95,2.568,3.633,5.34,0.1083,0.5358,-0.5176,0.6582,7.32,99.4,4.439,RELAY,17.119,-10.051,0.3,2.268,-4.158,4.74,ACTIVE_EVASION,0,0,-20.895,11.326,0.3,2.146,2.576,3.35,PATROL,0,0,9.152,23.342,0.3,2.166,-1.238,2.49,PATROL,0,0
0.52,38.2,5,2.5,2.0,0,-7.343,6.586,2.276,1.589,-4.911,2.927,5.93,0.8743,-0.237,0.299,0.3,12.75,99.5,6.814,EXPLORER,7.754,6.678,2.877,-2.894,-4.637,4.03,6.79,0.3847,0.5577,0.1083,-0.7275,4.19,98.4,6.742,EXPLORER,-7.19,-7.134,2.727,2.505,3.912,4.492,6.46,0.865,-0.0959,0.3229,0.3718,9.06,99.1,6.74,EXPLORER,-1.015,1.001,10.606,-2.863,2.456,3.48,5.13,0.1991,0.7006,-0.4336,0.5306,7.8,99.4,4.442,RELAY,17.142,-10.093,0.3,2.271,-4.164,4.74,ACTIVE_EVASION,0,0,-20.874,11.352,0.3,2.147,2.576,3.35,PATROL,0,0,9.174,23.329,0.3,2.164,-1.236,2.49,PATROL,0,0
0.53,38.2,5,2.5,2.0,0,-7.326,6.538,2.306,1.664,-4.79,2.964,5.87,0.8718,-0.2418,0.3032,0.2993,12.73,99.5,6.813,EXPLORER,7.724,6.631,2.917,-2.999,-4.718,3.98,6.86,0.3846,0.5581,0.1085,-0.7272,4.19,98.4,6.74,EXPLORER,-7.164,-7.094,2.772,2.611,4.0,4.557,6.6,0.8627,-0.0977,0.3289,0.3714,9.06,99.1,6.739,EXPLORER,-1.042,1.025,10.639,-2.775,2.346,3.303,4.91,0.1883,0.7492,-0.427,0.4701,8.34,99.3,4.442,RELAY,17.164,-10.135,0.3,2.274,-4.17,4.75,ACTIVE_EVASION,0,0,-20.852,11.377,0.3,2.147,2.577,3.35,PATROL,0,0,9.196,23.317,0.3,2.161,-1.235,2.49,PATROL,0,0
0.54,38.2,5,2.5,2.0,0,-7.309,6.491,2.336,1.738,-4.669,2.998,5.81,0.8693,-0.2466,0.3074,0.2983,12.56,99.5,6.812,EXPLORER,7.693,6.583,2.956,-3.104,-4.799,3.93,6.94,0.3845,0.5584,0.1088,-0.727,4.19,98.4,6.739,EXPLORER,-7.137,-7.053,2.818,2.717,4.088,4.617,6.74,0.8603,-0.0994,0.3352,0.371,8.98,99.1,6.737,EXPLORER,-1.069,1.047,10.67,-2.685,2.237,3.11,4.68,0.1775,0.7733,-0.4238,0.4369,8.75,99.3,4.442,RELAY,17.187,-10.177,0.3,2.277,-4.175,4.76,ACTIVE_EVASION,0,0,-20.831,11.403,0.3,2.148,2.577,3.35,PATROL,0,0,9.217,23.305,0.3,2.159,-1.234,2.49,PATROL,0,0
0.55,38.2,5,2.5,2.0,0,-7.291,6.446,2.366,1.812,-4.548,3.028,5.76,0.8669,-0.2514,0.3115,0.297,12.4,99.5,6.811,EXPLORER,7.661,6.534,2.995,-3.208,-4.88,3.88,7.01,0.3845,0.5586,0.109,-0.7268,4.19,98.4,6.738,EXPLORER,-7.108,-7.011,2.865,2.823,4.176,4.673,6.87,0.8578,-0.1012,0.3415,0.3706,8.83,99.1,6.736,EXPLORER,-1.095,1.068,10.699,-2.594,2.129,2.908,4.44,0.1702,0.7867,-0.4206,0.4186,9.03,99.3,4.441,RELAY,17.21,-10.218,0.3,2.28,-4.18,4.76,ACTIVE_EVASION,0,0,-20.809,11.429,0.3,2.148,2.578,3.36,PATROL,0,0,9.239,23.292,0.3,2.157,-1.232,2.48,PATROL,0,0
0.56,38.2,5,2.5,2.0,0,-7.272,6.402,2.396,1.886,-4.427,3.055,5.7,0.8647,-0.256,0.3155,0.2954,12.25,99.5,6.81,EXPLORER,7.628,6.485,3.033,-3.313,-4.961,3.829,7.09,0.3843,0.5588,0.1093,-0.7267,4.19,98.3,6.737,EXPLORER,-7.079,-6.969,2.912,2.929,4.264,4.725,7.01,0.8552,-0.103,0.348,0.3701,8.69,99.1,6.735,EXPLORER,-1.12,1.088,10.726,-2.503,2.022,2.701,4.2,0.1659,0.7944,-0.4171,0.4093,9.19,99.3,4.439,RELAY,17.233,-10.26,0.3,2.283,-4.185,4.77,ACTIVE_EVASION,0,0,-20.788,11.455,0.3,2.148,2.578,3.36,PATROL,0,0,9.26,23.28,0.3,2.154,-1.231,2.48,PATROL,0,0
0.57,38.2,5,2.5,2.0,0,-7.252,6.358,2.427,1.959,-4.306,3.079,5.64,0.8624,-0.2607,0.3195,0.2935,12.11,99.5,6.809,EXPLORER,7.594,6.434,3.071,-3.417,-5.041,3.779,7.17,0.3842,0.559,0.1095,-0.7266,4.19,98.3,6.736,EXPLORER,-7.049,-6.925,2.96,3.035,4.352,4.772,7.14,0.8524,-0.1048,0.3545,0.3697,8.56,99.1,6.734,EXPLORER,-1.144,1.108,10.751,-2.411,1.916,2.492,3.96,0.1636,0.7986,-0.4134,0.4058,9.25,99.3,4.438,RELAY,17.256,-10.302,0.3,2.285,-4.19,4.77,ACTIVE_EVASION,0,0,-20.766,11.48,0.3,2.149,2.578,3.36,PATROL,0,0,9.282,23.268,0.3,2.152,-1.23,2.48,PATROL,0,0
0.58,38.2,5,2.5,2.0,0,-7.232,6.317,2.458,2.033,-4.185,3.099,5.59,0.8603,-0.2653,0.3234,0.2915,11.98,99.5,6.808,EXPLORER,7.559,6.383,3.109,-3.521,-5.122,3.729,7.25,0.3841,0.5591,0.1098,-0.7266,4.19,98.3,6.735,EXPLORER,-7.017,-6.881,3.008,3.141,4.44,4.815,7.26,0.8496,-0.1066,0.3611,0.3693,8.43,99.0,6.732,EXPLORER,-1.167,1.126,10.774,-2.318,1.81,2.284,3.72,0.1627,0.8004,-0.4095,0.4063,9.25,99.3,4.436,RELAY,17.279,-10.344,0.3,2.288,-4.194,4.78,ACTIVE_EVASION,0,0,-20.745,11.506,0.3,2.149,2.579,3.36,PATROL,0,0,9.303,23.255,0.3,2.15,-1.228,2.48,PATROL,0,0
0.59,38.2,5,2.5,2.0,0,-7.211,6.276,2.489,2.106,-4.063,3.117,5.54,0.8581,-0.2699,0.3272,0.2893,11.85,99.4,6.806,EXPLORER,7.522,6.331,3.145,-3.625,-5.202,3.679,7.33,0.3839,0.5591,0.1101,-0.7266,4.19,98.3,6.734,EXPLORER,-6.985,-6.835,3.057,3.246,4.527,4.853,7.39,0.8467,-0.1085,0.3678,0.3688,8.3,99.0,6.731,EXPLORER,-1.19,1.143,10.795,-2.224,1.705,2.077,3.49,0.163,0.8006,-0.4056,0.4099,9.2,99.3,4.434,RELAY,17.301,-10.386,0.3,2.29,-4.199,4.78,ACTIVE_EVASION,0,0,-20.723,11.532,0.3,2.149,2.579,3.36,PATROL,0,0,9.325,23.243,0.3,2.147,-1.227,2.47,PATROL,0,0
0.6,38.2,5,2.5,2.0,0,-7.189,6.237,2.521,2.179,-3.942,3.131,5.49,0.8561,-0.2745,0.3309,0.287,11.72,99.4,6.805,EXPLORER,7.485,6.278,3.182,-3.728,-5.282,3.628,7.41,0.3837,0.5591,0.1105,-0.7266,4.19,98.3,6.732,EXPLORER,-6.951,-6.789,3.106,3.352,4.615,4.887,7.51,0.8437,-0.1103,0.3746,0.3684,8.18,99.0,6.73,EXPLORER,-1.211,1.159,10.814,-2.13,1.6,1.873,3.26,0.1641,0.7994,-0.4016,0.4157,9.1,99.3,4.432,RELAY,17.324,-10.428,0.3,2.292,-4.203,4.79,ACTIVE_EVASION,0,0,-20.702,11.558,0.3,2.15,2.579,3.36,PATROL,0,0,9.346,23.231,0.3,2.145,-1.226,2.47,PATROL,0,0
0.61,38.2,5,2.5,2.0,0,-7.167,6.198,2.552,2.252,-3.821,3.142,5.44,0.854,-0.279,0.3345,0.2845,11.6,99.4,6.804,EXPLORER,7.447,6.225,3.217,-3.832,-5.362,3.578,7.5,0.3835,0.559,0.1108,-0.7267,4.19,98.3,6.731,EXPLORER,-6.917,-6.742,3.155,3.457,4.703,4.917,7.63,0.8406,-0.1121,0.3814,0.368,8.06,99.0,6.729,EXPLORER,-1.231,1.174,10.83,-2.036,1.496,1.673,3.03,0.1658,0.797,-0.3975,0.4234,8.99,99.3,4.429,RELAY,17.347,-10.47,0.3,2.294,-4.207,4.79,ACTIVE_EVASION,0,0,-20.68,11.584,0.3,2.15,2.58,3.36,PATROL,0,0,9.368,23.219,0.3,2.142,-1.224,2.47,PATROL,0,0
0.62,38.2,5,2.5,2.0,0,-7.143,6.161,2.584,2.325,-3.7,3.151,5.39,0.852,-0.2835,0.3381,0.2819,11.49,99.4,6.803,EXPLORER,7.407,6.17,3.253,-3.935,-5.442,3.528,7.59,0.3833,0.5589,0.1112,-0.7269,4.19,98.2,6.73,EXPLORER,-6.881,-6.694,3.204,3.562,4.79,4.943,7.75,0.8374,-0.1139,0.3883,0.3675,7.95,99.0,6.727,EXPLORER,-1.251,1.188,10.845,-1.941,1.393,1.478,2.81,0.168,0.7936,-0.3934,0.4327,8.85,99.3,4.427,RELAY,17.37,-10.512,0.3,2.297,-4.21,4.8,ACTIVE_EVASION,0,0,-20.659,11.609,0.3,2.15,2.58,3.36,PATROL,0,0,9.389,23.206,0.3,2.14,-1.223,2.46,PATROL,0,0
0.63,38.2,5,2.5,2.0,0,-7.119,6.126,2.615,2.398,-3.579,3.157,5.34,0.85,-0.288,0.3415,0.2791,11.38,99.4,6.802,EXPLORER,7.367,6.115,3.287,-4.037,-5.521,3.478,7.67,0.383,0.5587,0.1116,-0.7271,4.19,98.2,6.729,EXPLORER,-6.845,-6.645,3.254,3.667,4.878,4.965,7.87,0.8341,-0.1156,0.3952,0.3671,7.83,99.0,6.726,EXPLORER,-1.269,1.201,10.858,-1.845,1.29,1.287,2.59,0.1706,0.7892,-0.3892,0.4434,8.71,99.2,4.425,RELAY,17.393,-10.554,0.3,2.298,-4.214,4.8,ACTIVE_EVASION,0,0,-20.637,11.635,0.3,2.15,2.58,3.36,PATROL,0,0,9.41,23.194,0.3,2.138,-1.221,2.46,PATROL,0,0
0.64,38.24,5,2.5,2.0,0,-7.095,6.091,2.647,2.47,-3.458,3.16,5.3,0.848,-0.2925,0.3449,0.2763,11.28,99.4,6.801,EXPLORER,7.326,6.059,3.322,-4.14,-5.601,3.427,7.76,0.3828,0.5585,0.112,-0.7273,4.19,98.2,6.728,EXPLORER,-6.807,-6.596,3.304,3.772,4.965,4.983,7.98,0.8307,-0.1174,0.4022,0.3666,7.73,99.0,6.725,EXPLORER,-1.287,1.212,10.869,-1.749,1.187,1.103,2.38,0.1734,0.7839,-0.385,0.4552,8.56,99.2,4.423,RELAY,17.416,-10.597,0.3,2.3,-4.217,4.8,ACTIVE_EVASION,0,0,-20.616,11.661,0.3,2.15,2.58,3.36,PATROL,0,0,9.432,23.182,0.3,2.135,-1.22,2.46,PATROL,0,0
0.65,38.26,5,2.5,2.0,0,-7.069,6.058,2.678,2.543,-3.337,3.161,5.25,0.8461,-0.297,0.3482,0.2734,11.18,99.4,6.8,EXPLORER,7.283,6.002,3.355,-4.242,-5.68,3.377,7.85,0.3825,0.5583,0.1124,-0.7276,4.19,98.2,6.727,EXPLORER,-6.768,-6.545,3.354,3.877,5.053,4.997,8.09,0.8272,-0.1191,0.4092,0.3662,7.62,98.9,6.724,EXPLORER,-1.303,1.223,10.878,-1.653,1.085,0.924,2.18,0.1763,0.7776,-0.3808,0.4682,8.4,99.2,4.421,RELAY,17.439,-10.639,0.3,2.302,-4.22,4.81,ACTIVE_EVASION,0,0,-20.594,11.687,0.3,2.151,2.581,3.36,PATROL,0,0,9.453,23.17,0.3,2.133,-1.219,2.46,PATROL,0,0
